,contestId,handle,rank,oldRating,newRating,startTimeSeconds,acceptance_rate,avg_rating,dp,divide and conquer,two pointers,binary search,dfs and similar,dsu,games,sortings,graphs,data structures,brute force,schedules,probabilities,strings,chinese remainder theorem,geometry,bitmasks,implementation,matrices,trees,combinatorics,number theory,constructive algorithms,ternary search,interactive,greedy,shortest paths,math,hashing,flows,string suffix structures,graph matchings,fft,2-sat,*special,meet-in-the-middle,expression parsing,changeRating,date
2938,1764.0,_Gawd_,1967.0,1685.0,1659.0,1669471500.0,0.4970553592461719,1443.0274135876043,159.0,9.0,75.0,130.0,43.0,17.0,18.0,122.0,32.0,119.0,166.0,1.0,9.0,67.0,3.0,19.0,52.0,234.0,17.0,24.0,59.0,100.0,182.0,8.0,16.0,316.0,9.0,325.0,21.0,5.0,10.0,5.0,2.0,2.0,3.0,2.0,3.0,-26.0,2022-11-26 14:05:00
1174,1764.0,xpov1LL,903.0,1977.0,1962.0,1669471500.0,0.40523509452254,1367.3553719008264,82.0,5.0,27.0,45.0,24.0,12.0,7.0,60.0,28.0,64.0,92.0,2.0,8.0,47.0,2.0,36.0,21.0,139.0,3.0,20.0,32.0,44.0,105.0,5.0,11.0,202.0,9.0,191.0,9.0,1.0,6.0,0.0,1.0,2.0,5.0,2.0,0.0,-15.0,2022-11-26 14:05:00
2498,1764.0,mita,2564.0,1379.0,1400.0,1669471500.0,0.4370503597122302,1130.6930693069307,13.0,1.0,13.0,24.0,8.0,2.0,3.0,40.0,8.0,19.0,32.0,0.0,0.0,22.0,0.0,2.0,3.0,95.0,0.0,1.0,3.0,13.0,33.0,1.0,1.0,86.0,1.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,2022-11-26 14:05:00
2791,1764.0,shenfe1,1087.0,1605.0,1665.0,1669471500.0,0.3864642631246047,1231.791907514451,55.0,4.0,31.0,44.0,50.0,17.0,13.0,74.0,55.0,67.0,95.0,1.0,3.0,47.0,0.0,7.0,27.0,198.0,2.0,16.0,14.0,47.0,110.0,2.0,4.0,208.0,32.0,154.0,10.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,60.0,2022-11-26 14:05:00
5474,1764.0,limabeans,2013.0,1653.0,1633.0,1669471500.0,0.4905054322153991,1666.4399533618343,1187.0,111.0,353.0,693.0,500.0,180.0,102.0,662.0,533.0,953.0,907.0,3.0,76.0,410.0,9.0,105.0,289.0,1550.0,59.0,363.0,324.0,504.0,960.0,33.0,103.0,1752.0,130.0,1635.0,82.0,30.0,30.0,31.0,20.0,15.0,36.0,17.0,5.0,-20.0,2022-11-26 14:05:00
4460,1764.0,BaoJiaoPisu,261.0,2105.0,2177.0,1669471500.0,0.4651886425515363,1573.3837111670864,275.0,30.0,89.0,140.0,133.0,48.0,22.0,180.0,134.0,219.0,251.0,1.0,23.0,87.0,1.0,34.0,91.0,302.0,9.0,96.0,87.0,118.0,305.0,5.0,32.0,496.0,38.0,487.0,23.0,18.0,4.0,9.0,9.0,5.0,3.0,3.0,0.0,72.0,2022-11-26 14:05:00
4203,1764.0,shadaBhai2.0,6546.0,1081.0,1022.0,1669471500.0,0.4642857142857143,1127.3504273504273,12.0,0.0,4.0,8.0,4.0,2.0,3.0,16.0,4.0,6.0,22.0,0.0,2.0,15.0,0.0,2.0,2.0,62.0,1.0,2.0,6.0,10.0,14.0,1.0,0.0,35.0,2.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-59.0,2022-11-26 14:05:00
731,1764.0,niranjanrajeev25,6598.0,964.0,997.0,1669471500.0,0.4583333333333333,818.1818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2022-11-26 14:05:00
3209,1764.0,Utsav82,3946.0,1191.0,1202.0,1669471500.0,0.3359375,930.2325581395348,2.0,1.0,3.0,1.0,1.0,0.0,0.0,11.0,1.0,3.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,21.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,26.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2022-11-26 14:05:00
7613,1764.0,ilefbenrahma,7405.0,826.0,728.0,1669471500.0,0.1530364372469635,964.5502645502644,8.0,0.0,5.0,6.0,12.0,2.0,0.0,20.0,10.0,12.0,34.0,1.0,2.0,25.0,0.0,0.0,6.0,107.0,0.0,3.0,3.0,10.0,21.0,0.0,1.0,44.0,2.0,56.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,-98.0,2022-11-26 14:05:00
596,1764.0,AST_TheCoder,503.0,2057.0,2079.0,1669471500.0,0.4800404244567963,1288.0359978824774,256.0,13.0,98.0,142.0,108.0,39.0,43.0,255.0,110.0,175.0,385.0,3.0,10.0,179.0,0.0,47.0,66.0,782.0,4.0,73.0,61.0,163.0,382.0,11.0,31.0,702.0,30.0,666.0,15.0,5.0,3.0,8.0,0.0,4.0,13.0,4.0,1.0,22.0,2022-11-26 14:05:00
7112,1764.0,dalgu,1337.0,1395.0,1490.0,1669471500.0,0.4739884393063583,1158.5365853658536,23.0,1.0,12.0,10.0,8.0,1.0,1.0,24.0,6.0,21.0,37.0,1.0,5.0,19.0,0.0,4.0,5.0,84.0,0.0,1.0,8.0,14.0,37.0,0.0,6.0,60.0,2.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95.0,2022-11-26 14:05:00
2792,1771.0,shenfe1,1964.0,1665.0,1638.0,1670772900.0,0.3678929765886287,1247.583643122677,59.0,4.0,32.0,46.0,52.0,19.0,13.0,76.0,57.0,69.0,100.0,1.0,3.0,47.0,0.0,7.0,27.0,200.0,2.0,17.0,15.0,48.0,112.0,2.0,4.0,212.0,32.0,159.0,10.0,1.0,1.0,1.0,0.0,2.0,10.0,1.0,0.0,-27.0,2022-12-11 15:35:00
1175,1771.0,xpov1LL,596.0,1962.0,1947.0,1670772900.0,0.4061895551257253,1366.5983606557377,83.0,5.0,27.0,45.0,24.0,12.0,7.0,60.0,29.0,64.0,92.0,2.0,8.0,47.0,2.0,36.0,21.0,139.0,3.0,20.0,33.0,45.0,105.0,5.0,11.0,204.0,9.0,193.0,9.0,1.0,6.0,0.0,1.0,2.0,5.0,2.0,0.0,-15.0,2022-12-11 15:35:00
6611,1771.0,SOHAN__,3655.0,1217.0,1244.0,1670772900.0,0.369901547116737,1458.93536121673,63.0,6.0,32.0,32.0,17.0,6.0,8.0,43.0,23.0,41.0,54.0,1.0,1.0,22.0,0.0,5.0,16.0,81.0,1.0,9.0,10.0,24.0,69.0,1.0,4.0,135.0,7.0,90.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022-12-11 15:35:00
597,1771.0,AST_TheCoder,286.0,2079.0,2077.0,1670772900.0,0.4795585653373463,1288.9531825355075,258.0,13.0,99.0,144.0,108.0,39.0,43.0,256.0,112.0,175.0,386.0,3.0,10.0,179.0,0.0,47.0,66.0,783.0,4.0,73.0,62.0,165.0,383.0,11.0,31.0,709.0,30.0,671.0,15.0,5.0,3.0,8.0,0.0,4.0,13.0,4.0,1.0,-2.0,2022-12-11 15:35:00
3532,1771.0,Toufik,8638.0,644.0,798.0,1670772900.0,0.5555555555555556,849.4736842105264,2.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,17.0,0.0,1.0,20.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,27.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,154.0,2022-12-11 15:35:00
5475,1771.0,limabeans,833.0,1633.0,1680.0,1670772900.0,0.4906034564170365,1666.0710817634492,1187.0,111.0,353.0,693.0,500.0,180.0,102.0,662.0,534.0,953.0,907.0,3.0,76.0,410.0,9.0,105.0,289.0,1550.0,59.0,363.0,324.0,505.0,960.0,33.0,103.0,1754.0,130.0,1636.0,82.0,30.0,30.0,31.0,20.0,15.0,36.0,17.0,5.0,47.0,2022-12-11 15:35:00
7113,1771.0,dalgu,7272.0,1490.0,1381.0,1670772900.0,0.4572192513368984,1180.701754385965,27.0,1.0,12.0,10.0,8.0,1.0,1.0,26.0,7.0,21.0,37.0,1.0,5.0,19.0,0.0,4.0,5.0,84.0,0.0,1.0,10.0,15.0,37.0,0.0,6.0,64.0,2.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-109.0,2022-12-11 15:35:00
266,1771.0,TypeYippie,2810.0,1527.0,1503.0,1670772900.0,0.4310699588477366,1291.19804400978,74.0,5.0,29.0,36.0,26.0,15.0,12.0,57.0,24.0,40.0,79.0,0.0,3.0,30.0,1.0,8.0,20.0,112.0,0.0,17.0,19.0,37.0,102.0,1.0,5.0,189.0,6.0,183.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,-24.0,2022-12-11 15:35:00
904,1771.0,alexztv,4280.0,912.0,1012.0,1670772900.0,0.3788546255506608,919.5652173913044,0.0,0.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,1.0,10.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2022-12-11 15:35:00
6234,1771.0,AryRDW,3437.0,1631.0,1564.0,1670772900.0,0.3773584905660377,1198.125,34.0,1.0,27.0,38.0,13.0,4.0,11.0,49.0,13.0,44.0,58.0,1.0,2.0,25.0,0.0,7.0,13.0,110.0,0.0,5.0,8.0,28.0,101.0,3.0,9.0,176.0,3.0,125.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-67.0,2022-12-11 15:35:00
8207,1771.0,chandler1837,855.0,1650.0,1691.0,1670772900.0,0.4868860276585599,1358.759842519685,186.0,6.0,73.0,106.0,88.0,28.0,20.0,159.0,90.0,141.0,226.0,2.0,6.0,69.0,1.0,19.0,56.0,338.0,6.0,49.0,38.0,94.0,273.0,7.0,12.0,471.0,26.0,371.0,14.0,8.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,41.0,2022-12-11 15:35:00
2939,1771.0,_Gawd_,600.0,1659.0,1723.0,1670772900.0,0.4925864909390445,1473.766816143498,166.0,9.0,79.0,141.0,56.0,20.0,18.0,127.0,36.0,143.0,169.0,1.0,12.0,69.0,3.0,19.0,55.0,242.0,17.0,38.0,63.0,109.0,191.0,11.0,23.0,328.0,10.0,338.0,21.0,5.0,11.0,5.0,2.0,2.0,3.0,2.0,3.0,64.0,2022-12-11 15:35:00
1989,1771.0,prairie2022,2132.0,1458.0,1476.0,1670772900.0,0.6481481481481481,1337.142857142857,7.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,0.0,6.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,8.0,10.0,0.0,0.0,16.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2022-12-11 15:35:00
7367,1771.0,IceBorworntat,8638.0,1218.0,1092.0,1670772900.0,0.456043956043956,956.6037735849056,14.0,3.0,2.0,5.0,5.0,2.0,2.0,19.0,4.0,13.0,29.0,0.0,1.0,24.0,0.0,3.0,5.0,64.0,0.0,3.0,1.0,8.0,22.0,0.0,0.0,56.0,2.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,-126.0,2022-12-11 15:35:00
5636,1771.0,failure_,1477.0,1548.0,1573.0,1670772900.0,0.4611973392461197,1172.5961538461538,34.0,1.0,15.0,25.0,7.0,3.0,0.0,32.0,9.0,37.0,52.0,2.0,1.0,27.0,0.0,3.0,9.0,92.0,2.0,6.0,7.0,15.0,46.0,1.0,2.0,109.0,0.0,63.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,2022-12-11 15:35:00
3210,1771.0,Utsav82,5597.0,1202.0,1185.0,1670772900.0,0.3092105263157895,944.6808510638298,2.0,1.0,3.0,1.0,1.0,0.0,0.0,11.0,2.0,3.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,29.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,2022-12-11 15:35:00
3106,1771.0,TheOne28,3073.0,1237.0,1279.0,1670772900.0,0.5305755395683454,950.3676470588236,14.0,1.0,9.0,12.0,4.0,2.0,3.0,34.0,4.0,12.0,51.0,0.0,2.0,31.0,0.0,7.0,4.0,122.0,1.0,1.0,1.0,8.0,44.0,0.0,1.0,100.0,3.0,92.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,42.0,2022-12-11 15:35:00
2333,1766.0,10g0,4625.0,1356.0,1332.0,1670855700.0,0.2839352428393524,1115.0316455696202,80.0,5.0,35.0,54.0,25.0,6.0,20.0,100.0,25.0,56.0,124.0,1.0,3.0,48.0,1.0,7.0,19.0,213.0,5.0,13.0,13.0,79.0,145.0,5.0,3.0,273.0,8.0,263.0,3.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,3.0,-24.0,2022-12-12 14:35:00
3107,1766.0,TheOne28,2731.0,1279.0,1327.0,1670855700.0,0.523725834797891,954.181818181818,15.0,1.0,10.0,13.0,4.0,2.0,3.0,35.0,4.0,12.0,51.0,0.0,2.0,31.0,0.0,7.0,4.0,122.0,1.0,1.0,2.0,9.0,45.0,0.0,1.0,101.0,3.0,94.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,48.0,2022-12-12 14:35:00
4136,1766.0,Manzood,1158.0,1770.0,1756.0,1670855700.0,0.4267075978511128,1227.48643761302,87.0,4.0,41.0,53.0,25.0,8.0,30.0,83.0,26.0,73.0,120.0,1.0,2.0,45.0,2.0,9.0,34.0,155.0,1.0,18.0,21.0,48.0,167.0,4.0,10.0,275.0,4.0,238.0,8.0,3.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,-14.0,2022-12-12 14:35:00
598,1766.0,AST_TheCoder,1438.0,2077.0,1977.0,1670855700.0,0.479839719509141,1289.3963254593175,260.0,13.0,100.0,145.0,109.0,39.0,43.0,257.0,112.0,176.0,387.0,3.0,10.0,180.0,0.0,47.0,66.0,783.0,4.0,74.0,63.0,166.0,384.0,11.0,31.0,710.0,30.0,673.0,15.0,5.0,3.0,8.0,0.0,4.0,13.0,4.0,1.0,-100.0,2022-12-12 14:35:00
1990,1766.0,prairie2022,1275.0,1476.0,1533.0,1670855700.0,0.5857142857142857,1353.658536585366,8.0,0.0,3.0,5.0,1.0,0.0,3.0,5.0,0.0,6.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,12.0,11.0,0.0,0.0,20.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2022-12-12 14:35:00
267,1766.0,TypeYippie,1693.0,1503.0,1530.0,1670855700.0,0.4288617886178861,1291.26213592233,75.0,5.0,30.0,37.0,26.0,15.0,12.0,58.0,24.0,40.0,79.0,0.0,3.0,30.0,1.0,8.0,20.0,112.0,0.0,17.0,20.0,38.0,103.0,1.0,5.0,190.0,6.0,185.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,27.0,2022-12-12 14:35:00
2793,1766.0,shenfe1,472.0,1638.0,1718.0,1670855700.0,0.367982212340189,1247.2222222222222,60.0,4.0,33.0,47.0,52.0,19.0,13.0,77.0,57.0,69.0,100.0,1.0,3.0,47.0,0.0,7.0,27.0,200.0,2.0,17.0,16.0,48.0,113.0,2.0,4.0,212.0,32.0,160.0,10.0,1.0,1.0,1.0,0.0,2.0,10.0,1.0,0.0,80.0,2022-12-12 14:35:00
8208,1766.0,chandler1837,830.0,1691.0,1719.0,1670855700.0,0.487386958591147,1358.5868498527968,187.0,6.0,74.0,107.0,88.0,28.0,20.0,160.0,90.0,141.0,226.0,2.0,6.0,69.0,1.0,19.0,56.0,338.0,6.0,49.0,39.0,95.0,274.0,7.0,12.0,472.0,26.0,373.0,14.0,8.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,28.0,2022-12-12 14:35:00
7114,1766.0,dalgu,997.0,1381.0,1485.0,1670855700.0,0.4470284237726098,1181.5028901734104,27.0,1.0,12.0,10.0,8.0,1.0,1.0,27.0,7.0,21.0,37.0,1.0,5.0,19.0,0.0,4.0,5.0,84.0,0.0,1.0,11.0,16.0,37.0,0.0,6.0,65.0,2.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,104.0,2022-12-12 14:35:00
3533,1766.0,Toufik,11206.0,798.0,855.0,1670855700.0,0.5274725274725275,850.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,17.0,0.0,1.0,20.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,27.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,57.0,2022-12-12 14:35:00
5637,1766.0,failure_,973.0,1573.0,1623.0,1670855700.0,0.4585152838427948,1172.3809523809523,35.0,1.0,16.0,26.0,7.0,3.0,0.0,33.0,9.0,37.0,52.0,2.0,1.0,27.0,0.0,3.0,9.0,92.0,2.0,6.0,8.0,15.0,47.0,1.0,2.0,109.0,0.0,64.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,50.0,2022-12-12 14:35:00
3211,1766.0,Utsav82,4315.0,1185.0,1213.0,1670855700.0,0.3043478260869565,953.061224489796,3.0,1.0,4.0,2.0,1.0,0.0,0.0,12.0,2.0,3.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,22.0,0.0,1.0,2.0,3.0,10.0,0.0,0.0,29.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2022-12-12 14:35:00
5476,1766.0,limabeans,565.0,1680.0,1738.0,1670855700.0,0.4904236248702708,1665.9549689440994,1189.0,111.0,354.0,694.0,501.0,180.0,102.0,663.0,534.0,954.0,908.0,3.0,76.0,411.0,9.0,105.0,289.0,1550.0,59.0,364.0,325.0,505.0,961.0,33.0,103.0,1754.0,130.0,1637.0,82.0,30.0,30.0,31.0,20.0,15.0,36.0,17.0,5.0,58.0,2022-12-12 14:35:00
732,1766.0,niranjanrajeev25,8138.0,997.0,1026.0,1670855700.0,0.2073170731707317,888.2352941176471,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022-12-12 14:35:00
4204,1766.0,shadaBhai2.0,3419.0,1022.0,1129.0,1670855700.0,0.4448398576512455,1131.2,14.0,0.0,4.0,9.0,5.0,2.0,3.0,16.0,4.0,6.0,25.0,0.0,2.0,15.0,0.0,2.0,2.0,64.0,1.0,2.0,6.0,11.0,15.0,1.0,0.0,38.0,2.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0,2022-12-12 14:35:00
6235,1766.0,AryRDW,2023.0,1564.0,1560.0,1670855700.0,0.3761682242990654,1197.8260869565215,35.0,1.0,28.0,39.0,13.0,4.0,11.0,50.0,13.0,44.0,58.0,1.0,2.0,25.0,0.0,7.0,13.0,110.0,0.0,5.0,9.0,28.0,102.0,3.0,9.0,176.0,3.0,126.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,2022-12-12 14:35:00
2940,1766.0,_Gawd_,284.0,1723.0,1811.0,1670855700.0,0.4926189174412247,1473.772321428571,168.0,9.0,81.0,142.0,56.0,20.0,18.0,128.0,36.0,143.0,169.0,1.0,12.0,70.0,3.0,19.0,55.0,242.0,17.0,38.0,64.0,110.0,192.0,11.0,23.0,329.0,10.0,340.0,21.0,5.0,12.0,5.0,2.0,2.0,3.0,2.0,3.0,88.0,2022-12-12 14:35:00
3534,1762.0,Toufik,8938.0,855.0,931.0,1671114900.0,0.532608695652174,851.0204081632653,2.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,18.0,0.0,1.0,20.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,27.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,76.0,2022-12-15 14:35:00
1176,1762.0,xpov1LL,170.0,1947.0,2004.0,1671114900.0,0.4069431051108968,1366.6666666666667,84.0,5.0,28.0,46.0,24.0,12.0,7.0,61.0,29.0,64.0,92.0,2.0,8.0,47.0,2.0,36.0,21.0,139.0,3.0,20.0,34.0,47.0,106.0,5.0,11.0,206.0,9.0,196.0,9.0,1.0,6.0,0.0,1.0,2.0,5.0,2.0,0.0,57.0,2022-12-15 14:35:00
2047,1762.0,sapcoder,3229.0,1115.0,1201.0,1671114900.0,0.4849397590361445,985.0931677018632,12.0,0.0,4.0,14.0,0.0,0.0,3.0,40.0,0.0,4.0,29.0,0.0,2.0,15.0,0.0,2.0,1.0,83.0,0.0,0.0,4.0,15.0,23.0,0.0,0.0,57.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,86.0,2022-12-15 14:35:00
6236,1762.0,AryRDW,1477.0,1560.0,1586.0,1671114900.0,0.3764434180138568,1197.5460122699387,36.0,1.0,28.0,39.0,13.0,4.0,11.0,50.0,13.0,44.0,59.0,1.0,2.0,25.0,0.0,7.0,13.0,113.0,0.0,5.0,9.0,29.0,102.0,3.0,9.0,177.0,3.0,127.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,2022-12-15 14:35:00
2334,1762.0,10g0,4737.0,1332.0,1316.0,1671114900.0,0.2843056696795398,1116.09375,81.0,5.0,35.0,54.0,25.0,6.0,20.0,100.0,25.0,56.0,125.0,1.0,3.0,48.0,1.0,7.0,19.0,218.0,5.0,13.0,13.0,80.0,147.0,5.0,3.0,275.0,8.0,266.0,3.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,3.0,-16.0,2022-12-15 14:35:00
2941,1762.0,_Gawd_,1975.0,1811.0,1754.0,1671114900.0,0.4946409431939979,1480.5010893246188,174.0,13.0,85.0,147.0,56.0,20.0,18.0,129.0,37.0,148.0,174.0,1.0,13.0,76.0,3.0,19.0,55.0,245.0,17.0,38.0,64.0,115.0,193.0,11.0,24.0,331.0,10.0,345.0,27.0,5.0,12.0,5.0,2.0,2.0,3.0,2.0,3.0,-57.0,2022-12-15 14:35:00
599,1762.0,AST_TheCoder,497.0,1977.0,1967.0,1671114900.0,0.4789224245447742,1289.1566265060242,261.0,13.0,100.0,145.0,109.0,39.0,43.0,257.0,112.0,176.0,388.0,3.0,10.0,180.0,0.0,47.0,66.0,786.0,4.0,74.0,63.0,167.0,384.0,11.0,31.0,710.0,30.0,674.0,15.0,5.0,3.0,8.0,0.0,4.0,13.0,4.0,1.0,-10.0,2022-12-15 14:35:00
268,1762.0,TypeYippie,1219.0,1530.0,1579.0,1671114900.0,0.4298597194388777,1294.5107398568018,78.0,5.0,31.0,37.0,26.0,15.0,12.0,58.0,24.0,41.0,80.0,0.0,3.0,31.0,1.0,8.0,20.0,116.0,0.0,17.0,21.0,40.0,103.0,2.0,5.0,191.0,6.0,187.0,6.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,49.0,2022-12-15 14:35:00
2677,1762.0,alfoos,1846.0,1681.0,1660.0,1671114900.0,0.5409836065573771,1124.2424242424242,6.0,1.0,5.0,9.0,3.0,1.0,3.0,14.0,2.0,6.0,11.0,1.0,1.0,9.0,0.0,1.0,1.0,22.0,0.0,1.0,3.0,7.0,22.0,1.0,1.0,30.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-21.0,2022-12-15 14:35:00
733,1762.0,niranjanrajeev25,7133.0,1026.0,1036.0,1671114900.0,0.2291666666666666,895.4545454545455,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022-12-15 14:35:00
8209,1762.0,chandler1837,1575.0,1719.0,1700.0,1671114900.0,0.4881291547958215,1357.8690127077225,188.0,6.0,74.0,107.0,88.0,28.0,20.0,160.0,90.0,141.0,227.0,2.0,6.0,69.0,1.0,19.0,56.0,341.0,6.0,49.0,39.0,96.0,274.0,7.0,12.0,472.0,26.0,374.0,14.0,8.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,-19.0,2022-12-15 14:35:00
5477,1762.0,limabeans,993.0,1738.0,1746.0,1671114900.0,0.4904770884405053,1665.5740884406516,1190.0,111.0,354.0,694.0,501.0,180.0,102.0,663.0,534.0,954.0,909.0,3.0,76.0,411.0,9.0,105.0,289.0,1553.0,59.0,364.0,325.0,506.0,961.0,33.0,103.0,1754.0,130.0,1638.0,82.0,30.0,30.0,31.0,20.0,15.0,36.0,17.0,5.0,8.0,2022-12-15 14:35:00
2794,1762.0,shenfe1,257.0,1718.0,1818.0,1671114900.0,0.3685082872928177,1247.3394495412845,61.0,4.0,33.0,47.0,52.0,19.0,13.0,77.0,57.0,69.0,101.0,1.0,3.0,47.0,0.0,7.0,27.0,203.0,2.0,17.0,16.0,50.0,113.0,2.0,4.0,213.0,32.0,162.0,10.0,1.0,1.0,1.0,0.0,2.0,10.0,1.0,0.0,100.0,2022-12-15 14:35:00
3212,1762.0,Utsav82,5259.0,1213.0,1214.0,1671114900.0,0.311377245508982,957.6923076923076,4.0,1.0,4.0,2.0,1.0,0.0,0.0,12.0,2.0,3.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,25.0,0.0,1.0,2.0,3.0,10.0,0.0,0.0,29.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022-12-15 14:35:00
1177,1767.0,xpov1LL,81.0,2004.0,2091.0,1671201300.0,0.4073896353166986,1368.0080482897383,84.0,5.0,28.0,46.0,24.0,12.0,7.0,62.0,29.0,64.0,92.0,2.0,8.0,47.0,2.0,36.0,21.0,140.0,3.0,20.0,35.0,51.0,109.0,5.0,13.0,207.0,9.0,198.0,9.0,1.0,6.0,0.0,1.0,2.0,5.0,2.0,0.0,87.0,2022-12-16 14:35:00
5478,1767.0,limabeans,3959.0,1746.0,1658.0,1671201300.0,0.4903900508762012,1665.2452025586354,1190.0,111.0,354.0,694.0,501.0,180.0,102.0,664.0,534.0,954.0,909.0,3.0,76.0,411.0,9.0,105.0,289.0,1554.0,59.0,364.0,326.0,508.0,962.0,33.0,103.0,1755.0,130.0,1640.0,82.0,30.0,30.0,31.0,20.0,15.0,36.0,17.0,5.0,-88.0,2022-12-16 14:35:00
5638,1767.0,failure_,3158.0,1623.0,1582.0,1671201300.0,0.4592274678111588,1172.4299065420562,36.0,1.0,16.0,26.0,7.0,3.0,0.0,33.0,9.0,37.0,53.0,2.0,1.0,27.0,0.0,3.0,9.0,95.0,2.0,6.0,8.0,16.0,47.0,1.0,2.0,109.0,0.0,65.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,-41.0,2022-12-16 14:35:00
